adminOrder	 3 	itemInfo	 0.8035638 0.6128805 0.7447193 0.9549166 1.335479 0.7379233 1.464715 0.6392463 0.3908512 0.6071916 0.5345522 0.9805925 0.5130866 1.735198 0.6859627 
adminOrder	 3 	ItemAdmin	 5 
adminOrder	 3 	Score	 3 
adminOrder	 3 	InterimTheta	 0.9814326 
adminOrder	 3 	InterimSE	 0.2546717 
adminOrder	 3 	currentProbGrid	 2.163288e-39 8.285033e-39 3.169506e-38 1.211174e-37 4.623158e-37 1.762741e-36 6.713602e-36 2.554114e-35 9.706045e-35 3.684358e-34 1.397008e-33 5.291188e-33 2.00182e-32 7.565095e-32 2.855757e-31 1.076826e-30 4.055899e-30 1.525971e-29 5.73486e-29 2.152865e-28 8.072876e-28 3.023829e-27 1.131367e-26 4.228316e-26 1.578515e-25 5.886368e-25 2.192621e-24 8.158254e-24 3.032133e-23 1.125685e-22 4.174482e-22 1.546343e-21 5.72172e-21 2.114777e-20 7.807642e-20 2.879336e-19 1.060674e-18 3.902909e-18 1.434536e-17 5.266843e-17 1.931545e-16 7.075763e-16 2.589133e-15 9.463356e-15 3.454951e-14 1.259906e-13 4.589067e-13 1.669499e-12 6.065979e-12 2.201072e-11 7.975042e-11 2.884803e-10 1.041499e-09 3.751193e-09 1.346959e-08 4.816864e-08 1.71283e-07 6.041759e-07 2.106414e-06 7.219724e-06 2.413675e-05 7.78322e-05 0.0002384097 0.0006801871 0.001765892 0.004070803 0.008150199 0.01394441 0.02021336 0.02477715 0.02574644 0.02278882 0.0172845 0.01130912 0.006430982 0.003206337 0.001416937 0.0005625162 0.0002037592 6.846328e-05 2.168148e-05 6.564278e-06 1.922534e-06 5.497382e-07 1.545345e-07 4.291834e-08 1.18176e-08 3.233976e-09 8.810159e-10 2.391979e-10 6.477169e-11 1.7502e-11 4.720759e-12 1.271324e-12 3.418899e-13 9.182186e-14 2.463002e-14 6.598753e-15 1.765836e-15 4.719967e-16 1.260182e-16 3.360759e-17 8.952696e-18 2.382233e-18 6.331837e-19 1.681091e-19 4.458297e-20 1.181037e-20 3.125181e-21 8.260455e-22 2.180971e-22 5.751926e-23 1.515284e-23 3.98742e-24 1.048111e-24 2.751949e-25 7.217564e-26 1.890856e-26 4.948159e-27 1.29344e-27 3.377273e-28
adminOrder	 4 	itemInfo	 0.3955055 0.3014778 0.3673576 0.4714517 0.6482338 0.364337 0.7130671 0.3158148 0.1937677 0.3009108 0.266024 0.489415 0.252963 0.8732667 0.3368644 
adminOrder	 4 	ItemAdmin	 12 
adminOrder	 4 	Score	 2 
adminOrder	 4 	InterimTheta	 0.9333643 
adminOrder	 4 	InterimSE	 0.2260889 
adminOrder	 4 	currentProbGrid	 1.473163e-48 7.801611e-48 4.127009e-47 2.18074e-46 1.151038e-45 6.068666e-45 3.196054e-44 1.681328e-43 8.835032e-43 4.637472e-42 2.431487e-41 1.273445e-40 6.662016e-40 3.481358e-39 1.817227e-38 9.47517e-38 4.934945e-37 2.567409e-36 1.334214e-35 6.925849e-35 3.591187e-34 1.860033e-33 9.623222e-33 4.973222e-32 2.567276e-31 1.323807e-30 6.818579e-30 3.508169e-29 1.802952e-28 9.255609e-28 4.746164e-27 2.431068e-26 1.24385e-25 6.357036e-25 3.245315e-24 1.654907e-23 8.429536e-23 4.288898e-22 2.179703e-21 1.10651e-20 5.610683e-20 2.841658e-19 1.437524e-18 7.26329e-18 3.665296e-17 1.847216e-16 9.296596e-16 4.671736e-15 2.343742e-14 1.173592e-13 5.863484e-13 2.921583e-12 1.450799e-11 7.17293e-11 3.525932e-10 1.719734e-09 8.298559e-09 3.945545e-08 1.837548e-07 8.314664e-07 3.614307e-06 1.486567e-05 5.672315e-05 0.0001959791 0.0005963602 0.00155359 0.003379007 0.006025286 0.008724615 0.01023939 0.009774169 0.007640692 0.004935612 0.002662548 0.00121385 0.0004739679 0.0001609507 4.836758e-05 1.310871e-05 3.266438e-06 7.620558e-07 1.69127e-07 3.617747e-08 7.535125e-09 1.539842e-09 3.104469e-10 6.198897e-11 1.229231e-11 2.425232e-12 4.766797e-13 9.341769e-14 1.826482e-14 3.564164e-15 6.943406e-16 1.350638e-16 2.623675e-17 5.09005e-18 9.862783e-19 1.908793e-19 3.689874e-20 7.124676e-21 1.374121e-21 2.647246e-22 5.094198e-23 9.791996e-24 1.880102e-24 3.605849e-25 6.907959e-26 1.321931e-26 2.526879e-27 4.824777e-28 9.202106e-29 1.753131e-29 3.336253e-30 6.341923e-31 1.204204e-31 2.284005e-32 4.32724e-33 8.189223e-34 1.548073e-34 2.923196e-35
